id,0,1,2,sentiment
2852,Even if I gotta keep you at arms length if I got love for ya ima check on ya  thats just the heart in me lol,😭,-4,positive
2855,I dont know how you got inside my heart but I do know that I never want you to leave Love httpstco4EypaqylaL,️,0,positive
2874,Love you Ky youre wonderful httpstcoVtdGv1Oi7D,️,0,positive
2882,_gibsss thank you love you so much,😍 ️,4,positive
2884,I love to make fun of his accent,️,0,positive
2888,Go subscribe trust me you wont regret it       Ps I love you Eva  httpstcoNBtuShnmYR,️,0,positive
2903,My house is so cold I love it,😴,0,positive
2930,Tell her I said Happy Belated Birthday and I miss her  httpstcoBeCtFIf306,😍 😩 😭,-2,positive
2931,Love Is In The Air PrinceRoyceFDO2016 octubrefiestas JenniferJNieman,😍,4,positive
2932,Samantha_Burtch thanks love you Sam,️,0,positive
2933,RT shanedawson My security pup Eddie Thanks Minneapolis for all the love See you Sunday Chicago  httpstcoJYANPo0sTV,️,0,positive
2940,RT alrightkarla simplynessa15 onedirection WAIT BUT WHAT ABOUT ENGLISH LOVE AFFAIR,️ 😭 😑 😘 😩,-2,positive
2942,RT jadekellylynne heyyokase me too omg I love you so much,️,0,positive
2951,So cool iHrithik dont miss it  httpstcoKpYyTcJsSI,😍,4,positive
2960,RT RatkaWreckz Yall go make HEAD_HUNTA7 OvO followbuttonturnblue and show some love CatchAPositiveWave show his page some love,️,0,positive
2970,soooo cute gosh i love when justin smiles its beautiful httpstcoxuPolGRpEW,😍,4,positive
2976,RT Yella_beauty15  Im far from it  I just love my weave  httpstcoQlKvUoQlhS,😛  ️,1,positive
2977,katyperry look over here plzcant love ur new song anymore  httpstco4wbAqS7EyC,😘,4,positive
2983,It is almost 4 am in Argentina and Lucas follow me I do not think so Im crying I love you bae   DobreLucas httpstcohDrZKQF5VH,😭,-4,positive
2991,Love Zlatans cameo Even though hes sponsored by Nike  httpstco6sG6T0jjZa,😍,4,positive
3007,Happy 6th aniversary 1d I love you all   6YearsOfOneDirection,😘,4,positive
3014,Love finding out my coworkers have a crush on me,😂,4,positive
3022,dene_17 ok dont worry i wont forget  love you too gnite,😂,4,positive
3026,RT SteezyTim_ Im really gonna miss this guy real genuine love bro stay up out there in Colorado httpstcoG69T7NltR9,️,0,positive
3039,RT Serenityyyy__ Happy birthday you little baddie  so grateful to have met you Love you JosieAnaya,😘,4,positive
3040,Can someone just send sketchreppinink all the love and hugs in the world so he gets better quick  httpstcoEvJIRtN80Q,😂 😫,2,positive
3041,RT PiinkyDFox Lord please protect the ones I love amp care for,️ 😩,-2,positive
3057,easybeinmeezy love yah toooooo,️,0,positive
3060,love yourz will forever be one of my favorite songs from j cole,😍,4,positive
3063,RT sydneylame happy birthday Austinjones118  make it a good one much love,️,0,positive
3090,Shannon  httpstcoX75uc1lYce,😩,-2,positive
3092,I seriously love Megan so much its unreal,️,0,positive
3100,6YearsOfOneDirection I LOVE YOU ALL AND THANK YOU FOR EVERYTHING,️ 😭,-4,positive
3107,Love is not determined by the worthiness of the object Love is determined by the giver of the love Richard Rohr httpstcoqcfs6qg1sV,😑,0,positive
3113,schneiderolivia KimKardashian  I love taylorswift13,😁,-1,positive
3127,Love my fresita httpstcoQq0B5rvoqg,😋 ️,4,positive
3128,The fact that he looked into the camera Love You Zach  httpstcoLz6ouGrVKZ,😍,4,positive
3141,Happy Birthday BIHHH  I love you girly  TU baby happy 16 Im so glad I met your crazy ass  JohnstonBaylee httpstco4fH2UOUMei,😛 😑  😘,5,positive
3143,RT brrreannnaa xoxomckenna_  love you too,😘,4,positive
3148,RT Haleylynnlittle survivethevibe I love u Omg,😭,-4,positive
3154,RT Melanie_padron_ It was great day night with my love  httpstcoKWPRhr1AZH,️,0,positive
3188,Love my girlfriends smile too damn much  httpstcoyxaaE1sGyU,😍,4,positive
3192,RT bismaahmed_ Karachi is love  httpstcosoLgkJVMUT,️,0,positive
3208,RT JMitchellNet Relaxing   love inlove puppy puppylove chihuahua furbaby baby newbaby jmitchellnet httpstcoAZRtKC5F4F,️,0,positive
3214,He said you broke my heart bitch  httpstcod6yCzWJJTU,😂,4,negative
3215,RT steed_dancer25 happy birthday babe love you hippplover,😘 ️,4,positive
3275,RT MEnorlan I love rainy days specially when Im with you cuddling as we fall sleep,😴,0,positive
3276,mldlc3 love ya sugar,😂,4,positive
3277,I hate runny shits but i love it,😍,4,positive
3282,RT seafoamkiwi laaurenparker HAPPY BIRTHDAY to my beautiful best friend Have a GREAT day  I love you so much Loz  httpstco4hpC,️,0,positive
3284,RT JDBHoldMeTight  COLD WATER IS AMAZING  is trending and I love it httpstco8Vzmx1ZWU0,️,0,positive
3302,RT SoDorielle You can love somebody so much and give them your all but you cant make them not cheat not lie and not be loyal,️,0,positive
3313,RT gawbreel i LOVE you too B httpstco50CHThcDy6,😚,3,positive
3315,One day Id love to have every weekend off Unfortunately thats not now,😕,-2,positive
3324,RT FreddyAmazin I love her  httpstcoD2YxHbBcdE,😂 😩,2,positive
3340,RT ThatsSarcasm girls love laying down like this httpstcogWMTxgQ7dZ,😏,3,positive
3354,RT daysiahills1 So how deep is your love  Come show me whats up,️,0,positive
3368,RT childishdante I LOVE YALL OMG SO CUTE  httpstcoY90ULd72D6,😭,-4,positive
3381, talk too much,️,0,positive
3385,kbangalore_ OH NO  GORL I LOVE YOU,😳,-2,positive
3387,RT MissJSquared Please look after and love each other,️,0,positive
3394,RT sarabear1458 Bae feeding me the other day love him oink oink httpstcomDzc0NL0X3,😘 😂 ️,8,positive
3395,benjxmvn OKAY IN A GOOD WAY I LOVE MY FAM I just wanna do good,😀,3,positive
3402,RT julienco_ i love your smile,😌,3,positive
3404,RT GirlsNoteBook Michelle Obama James Corden and Missy Elliot  I love this httpstcoiFTuo3vWnO,😂,4,positive
3407,RT hannahwills15 Never knew I could be so sad or so in love,️ 😭,-4,positive
3410,aliciaparmer THANK YOU SO MUCH BABE  I LOVE YOU SO MUCH,😍 ️ 😭,0,positive
3439,RT Swagdaddyniall 6YearsOfOneDirection  Louis_Tomlinson Real_Liam_Payne NiallOfficial Harry_Styles love you,️,0,positive
3442,RT its_kaaatt Desera is coming down just to go to Island Dreams with me  I fucking love her,😩,-2,positive
3450,RT stephenbrown69 I do love a nice hairy pussy   httpstcoRYuMhXC2zT,😍,4,positive
3462,RT MR_XIUMIN 160722 EXOrDIUMinSeoul 시우민 XIUMIN  Artificial love httpstcofiJ9tjDNoq,😇,4,positive
3469,I love the way katyperry interacts with KatyCats on Twitter Shes just too cute,😍  😭,0,positive
3474,RT daysiahills1 You know I got that love me long time,😘,4,positive
3484,RT Rar75_ This is true love  httpstcoJGs4jHjLY3,️ 😭,-4,positive
3490,RT hwanvocal no other flower can be compared to the beauty of yours my love httpstcoZAERperpLi,️,0,positive
3511,HBD to the best neighbor I could be blessed with I love you amp I miss living literally a wall away  _millyyy  httpstcoTjYshDImO9,😭,-4,positive
3523,verma_abhishek5 Good afternoon httpstco6Y1ZlqWHcr U,😘,4,positive
3545,6YearsOfOneDirection thank you for making me happy all these years I love you with all my heart Til the end boys  httpstco9RW5GetOET,️,0,positive
3547,RT FemaleTexts I love her  httpstcoM5cwVagC1G,😂 😩,2,positive
3570,I love where Im going with my life,️,0,positive
3596,RT vlejvndrvbvbe  I love you sm dude youre the cutest  I cant wait for your party its gonna be LIT  miss you baddie keep slayi,😍,4,positive
3628,Trying to but you aint link up  httpstcostgJqzXMqw,😪,0,positive
3631,RT Cocolisabeta I love having back photos of this friendship  httpstcoyGTA0vpJKK,😍,4,positive
3633,I LOVE YOU SO MUCH DONT GO  httpstcoUoGAmU1zdh,😭,-4,positive
3637,Already 6 years i will never be able to thank the boys for what they do i love them so much 6YearsOfOneDirection httpstcoIKbXghDKST,😖,-2,positive
3638,IfrahBasheer thanks if love you and miss you so much,️,0,positive
3646,Happy birthday lovely Simplyy_Mariaa  love you,️ ☺,0,positive
3648,RT SamanthaRone Heres alittle bit of tushy_com love  httpstco6bHg2PQy18,😘  ️,4,positive
3653,THANK YOU LOVE Wish you was here too Def about to turn up  thanks MoBitches Love you bro httpstcoBuyJFPWsLT,😜,-1,positive
3654,Most of edm girls are boring n ugly lol I love the babes here theyre all so crazy,😍,4,positive
3671,RT She_So_Lavish She got on my LAST nerves httpstcoVE4bINquGf,😂 ️,4,neutral
3678,Lol I love the building itself httpstcoSyoVv0bVYo,😍,4,positive
3683,RT p_catie esmervld_v happy birthday love,😘 😛 ️,5,positive
3693,My 3 year old cousin saying Love you shade hurry up and come get me melts my heart,😩,-2,positive
3700,6YearsOfOneDirection httpstco9nwhyptHBm,️,0,positive
3701,Still love you and always will,😍,4,positive
3728,RT insan_nivia Gurmeetramrahim gud ninni papa g dhan dhan satguru tera hi aasra Plz come in my dreams n bless me with ur love Hea,😘 😇,8,positive
3732,preciouusss_ Happy birthday beautiful Hope you have an amazing day Love you,😊,3,positive
3735,RT 1omoney love all my brothas,️,0,positive
3737,RT shelovesaysiah 8 months with Andre Dre  I love you girlll  LIKE_MySwagg httpstcocZByjUXjQG,😋 😍,8,positive
3752,Happy 22nd Birthday to this beautiful balla  jecenia_33  love you girl dueceduece  httpstcorxo7TUvC07,😘 ️ 😛,5,positive
3765,RT DressingCuter Love  httpstcoLjZ1mZWMnP,😍,4,positive
3769,07anahilopez lmao thats all Imma hear today  but thank you Anahi love you more,️ 😑  😂 😙,7,positive
3775,They are my life Its unbelievable 6 years I love you so much  Thank you 6YearsOfOneDirection,️,0,positive
3789,RT alexandriaxmc Kylas and Daryl Ongs cover of Secret Love Song,😍,4,positive
3806,Happy birthday to my girlfriend xxjacindaaa Love you bitch Tu live it up,😘,4,positive
3822,_kaileyc5 love you,️,0,positive
3829,brenda_pateyro7 thank you cutie love you too,😘,4,positive
3836,RT savthornell Alejandro4859 ALEJANDRO I LOVE YOU SMMyou dont understand,😭,-4,positive
3840,My baby girl sooo the pretty  Sooo beautiful Its make me fall in love with her more and more deeper,😍,4,positive
3841,RT HeelyQueen Sara continuously sending her love to the cast shes too good for the show,😭,-4,positive
3849,Gotta love Marshmallow and chocolate Ill be the graham cracker  aye Smores  PhaseLosFive,️ 😝,0,positive
3863,Your diaries and your funny dances we will always remember and love you guys were gonna miss you 6yearsof1D httpstco3L0NhBeiub,😔 ️,-1,positive
3868,RT smfh If u watched any of my periscopes earlier u know who Im talking about  httpstcoLpftAI9n88,😂,4,neutral
3871,Im in love with Tori Kellys songs,😍,4,positive
3873,RT Being_Aayushi HDDCS sameer nandini Love them Salman Aishwarya httpstcoMyy87RxrlL,😻,4,positive
3882,Im sorry but CS fans calling Colin Josh and Jen the holy trinity is precious I love how most of us have the same top 3 favs,😊,3,positive
3899,I love this video httpstcoD4qS3LEEkC,😻,4,positive
3929,This Was My Song Still Lowkey Get Me Hype  httpstcoe004ctKQ3y,😂,4,neutral
3943, I love x men,😂,4,positive
3956,jordanjmacc Thank Jordan I miss you so much and our crazy memories especially the second photo love you girl,️ 😑 😂 😊 😉,11,positive
3957,RT manizhesk I love shahidkapoor  more than pooh bear loves his honeyIm sure ur junior loves my this editFor ur sweet smile https,😘 😍,8,positive
3976,steed_dancer25 hippplover thanks babes I love you too,😚,3,positive
3977,antwuan_jr sometimes what we love hurts us,😪 😂,4,positive
3996,I fall in love with him more each day  thats my baby,😍,4,positive
4002,RT ThatBucketList I really love this house  httpstco2NTOQgDfZf,😍 😩,2,positive
4020,6YearsOfOneDirection,😊,3,positive
4024,FILWTP  fell in love with the pussy httpstcoeWlTiNsYhZ,😌,3,positive
4026,RT mendeshype tour day 1  love dis dude ShawnWorldTourBocaRaton httpstcoJLL2zcCK9L,️,0,positive
4038,RT ShawnMendes Dallas thank you SO much for singing your hardest tonight I love you,️,0,positive
4043,RT _Go_Eat_A_Ass  I love me some him httpstco6eh6u7aYAU,😍 😅,7,positive
4049,Fuck off my tml I almost started crying httpstcoFSAdfQAivw,😂,4,negative
4052,Had the time of my life with the love of my life  httpstcoFylT9TtQaU,️,0,positive
4060,RT TravonSchakee bushcourtney1 Courtney  you have been one of my biggest supporters  I love and miss you so much Lunch soon,😻 😩,2,positive
4063,gn I love my gc buds my mutuals and sebstan  httpstco3Uz8fVWi4w,️,0,positive
4083,lyndra_davis  Love you baby even when you fart 247 thank you,😊 😚,6,positive
4094,RT _fineeeeeXB I love these aint had em in so long  httpstco0VvDUelCQI,😩,-2,positive
4097,poojatiwari878 Thank you love,😘,4,positive
4101,RT niallkingangel Im so proud of our beautiful adorable boys They deserve all the love and happiness  6YearsOfOneDirection htt,😍 😭 😑  😃,3,positive
4123,seafoamkiwi love you endlessly,️,0,positive
4131,Hi MsJ0NA I miss you po  stay pretty and humble I love you,😭,-4,positive
4137,ALDUBSuperMA,😉,4,positive
4154,Love you,️,0,positive
4158,Lately Ive been crushing a lot and getting over it quickly but its ok girls love assholes,😊,3,positive
4174,sumieeeek your so bombI love your style Those boots are just everything Work it You slay period,😍,4,positive
4185,This My Shit Omm  httpstcoWAgIhlx2Rk,😍,4,positive
4229,RT KpopDoo30 chanbaek invented love and these  httpstcovnX4u6sY28,😌,3,positive
4235,RT Vee_Jayyy Just love me pls  httpstcoQdf3SwwAkc,😕,-2,positive
4243,these moments were hilarious  I love Lilo bromance 6yearsof1D onedirection httpstcoEpoycKrQSa,😹,4,positive
4248,RT sugarscape Liam Payne announces hes going solo gives One Direction ALL the love   httpstcoRiQ1zg5b9p httpstcofb91meLASt,😭,-4,positive
4252,RT QueenxOce I will Always blessed about your scène your chemistry The best relationship The Klamille fandom love you both httpst,😍,4,positive
4267,RT midgetjayy that gucci amp keyshia love,️,0,positive
4270,RT titas_sg VSood12 I love the trio too But I love Hermione more  potterheads httpstcooNR0KFI2nu,😄,3,positive
4283,I love this video httpstcoHxsCRMLe67,😍 😌,7,positive
4293,See you later I love you,😘 😁,3,positive
4296,thanks nici i love amp miss you too i wont tu too hard without you httpstcoTdhvYecena,️ 😑  😘 😉,8,positive
4310,CallMeYEEZUS_ much love,️,0,positive
4314,I love surahasmith so much,😘,4,positive
4322,LEONVARTANIAN thank you i love stupid,😂,4,positive
4329,RT Oktxvix Thank you for the amazing memories Im so proud to he part of this big family Love you 6YearsOfOneDirection httpst,😭,-4,positive
4330,RT jasmin_murawski ajsg Good morning Twiend I love the sound when you click my tweets A sunny cloudy picture for you  httpstcoG,☺,0,positive
4332,I love how whenever we have left overs we give it away to customers for such good prices,😂,4,positive
4338,RT GAbssponce Happy birthday to this savage love you mom httpstcoHgKuG1ccXT,️,0,positive
4342,missiondirectionlove httpstcokaVbBJDE5h,️,0,positive
4357,GO,️ 😄,3,neutral
4380,RT ___DestinyJadai I love the part on the purge election year when that girl came back to purge amp was like I want my candy bar,😂,4,positive
4390,RT arzlgarcia I love youuuuuu  ALDUBSuperMA httpstcogzKdQHgvO6,️,0,positive
4396,Just witnessed a real life sex aint better than love moment where men chose sex over love Smh  when will they learn  TreySongz,😒,-2,positive
4402,RT eternallyixing look at how yixing gazes at the fans with that glint in his eyes  hes so beautiful I love him so much  httpstc,️,0,positive
4428,Atmosphere1374 and I love Doordie Shes so damn cute,😊,3,positive
4431,So in love with my toes amp nails,😍,4,positive
4450,Good Morning I love Blake and Gwen so much  httpstcoUcBNFddAS8,😍,4,positive
4451,alannajoiii thanks sister  I love you too,️,0,positive
4453,MlLLlONWORDS done lovesorry butplss  can you give the free follows to TaySchmidtSel1D plss baby  Thank You,☺,0,positive
4455,xo_revajusteen you thought I was running to go hug you but told you to move out the way  much love,😂 ️,4,positive
4473,RT MohamedAbbas LeaMakhoul Mina_Atta_ ShereenYehia miss u too lea i love it,️,0,positive
4478, I love these sweet video Children and animals are so cute   https,😘 😍,8,positive
4480,RT Katelynskupnyy random appreciation post to my best friend through it allhonestly dont know what Id do wo youlove you so much ht,️,0,positive
4482,Harry_Styles Louis_Tomlinson NiallOfficial Real_Liam_Payne CongratulationsYou are the best boyband in all the worldLove You,😌,3,positive
4483,RT JAYnthebuilding I love sianni yo she funny as shiiiiit,😂 😭,0,positive
4486,uniquehendee I love you,😭,-4,positive
4489,Crying tears of joy  httpstcol6z5IX0vLF,️ 😭,-4,positive
4490,6YearsOfOneDirection 6 Years of 1D Im so proud of them Theyre my inspirationI love you This is not the end httpstcoU4730T05Kk,😘,4,positive
4499,Seriously love waking up feeling sick,😞 😭,-6,positive
4503,NetBrittney love you too,😘,4,positive
4517,webcambabexxx FAKEbOObjunkie lovedagirls911 xdespiadado alex_caliente30 I love your side boobs,😍 😈,0,positive
4525,RT harryislouvly I love them so much and i cant even imagine my life without them  6YearsOfOneDirection httpstcokQfxWfjeSX,😭,-4,positive
4534,__heyfaith thank ya amp love ya too,😘,4,positive
4541,TBahamian this why he daddy ask  httpstcouYG861iRo0,😍 😂,8,positive
4549,Love you  httpstcoBAJkfm1obs,😘 😍,8,positive
4556,Love my new piercing but shit hurt,😂,4,positive
4563,RT _ggaby_ I totally LOVE HER  kaasandrrra httpstcoziU5F5IZMh,😂,4,positive
4568,I love you too gf  httpstcoEoeY5k2WGC,😍 ️,4,positive
4579,6YearsOfOneDirection ok i feel old now  6 wonderful years saw them 4times live and im so proud of them that they got so far Love You,️ 😱,-4,positive
4580,rylee_branham  you love me and thats all that matters,😂,4,positive
4581,Couples in love make me sick but at the same time warms my heart,😭,-4,positive
4592,She talking bout some why you styling on yo first love like that  that was fake love,😂,4,positive
4602,I love getting fresh bundles,️ ☺,0,positive
4626,httpstcocSZSewyr76 ht,️ ☺,0,positive
4677,I love them   North Dakota State Fair httpstcosHIKeHYSBx,😍 ️,4,positive
4678,Really love your new song katyperry RISE  httpstcorEde7Qvtof,😍,4,positive
4706,HBD MAM BTCH  sorry i cant come today  see you nalang sa mental soon Check your phone later  LOVE YOU httpstcoOHrNLeGAoc,😉 ️,4,positive
4724,Love you too  httpstcoxtActtRsdC,😘,4,positive
4736,I love you so much ms2ll  httpstcoV666l6brdY,️,0,positive
4760,BTS_twt oppa Jungkook  i love you so much,️,0,positive
4842,RT hilucyhere finally got to meet my fave beth_f1 today hope you have a lovely weekend in london amp ill see you soon love you https,😌,3,positive
4851,hotpantsssss the fuck Gurl you love me  gtfo lmao,😂,4,positive
4852,RT MoonEqualist Im loving this song DTST79 I made a sleepy vine for ya Love this Ill make more kind of artsy httpstco,😜,-1,positive
4864,happy birthday to the pain in my ass  i love you little bro you more than a nephew  you my dawg  httpstcofgpqzKje9P,😈,-4,positive
4871,Would love to have a Harry Potter movie marathon night with my favorite snacks,️,0,positive
4874,I LOVE MY BEST FRIENDS LAUGH,😂 😍 😩,6,positive
4879,NiallOfficial I will always be here for you my sweet angel Im so proud of you Love ya my sweet angel  6YearsOfOneDirection,😍 😎 😭 😑 😚  😃 😊,10,positive
4886,I love traveling,😁,-1,positive
4892,Happy birthday Des I love amp miss you  destini_mathis,😘 ️,4,positive
4896,I love dog memes omg,😂,4,positive
4921,RT SelenaFanClub We love you so much  Heres to another amazing year HappyBirthdaySelena httpstcotc5CdF8KmE,️,0,positive
4924,RT katelynnw000 FREE ANIMALS TOMORROW  ANIMAL FOUNDATION ON MOJAVE GO ADOPT AND GIVE A DOGGY OR KITTY A GOOD HOME amp LOTS OF LOVE,😸,3,positive
4969,JAGGERRlCHARDS rivjudes Im a spy in the house of love,😎 😑  😜 😳,-2,positive
4996,ALDUBSuperMA httpstcoAGMuTPhx9T,😁,-1,positive
5001,I WAIT YOUR ANSWER,😜,-1,positive
5021,hbcailey freaking love u,️,0,positive
5037,atoosaucy love you too my short friend,😊,3,positive
5066,SwaSanRules httpstco2Ia1XP,😘 😍,8,positive
5077,This me httpstco0g7IJqEkU4,🤗,4,positive
5095,I couldnt meet carsonlueders amp johnnyosings on tourChicagobut I love you boys so freaking muchGOODNIGHT LOVES,😍 ️ 😭 😑  😘 😞,2,positive
5111,RT babystunnaa Lol I love her httpstcotylW0Rnq1Z,😂,4,positive
5112,Love when people bail on shit last minute,😎,1,positive
5131, love  u sir httpstcowQetFHd6ZT,😍,4,positive
5132,Oh how I am so proud  httpstcokQ7i9JXUab,😍 😭,0,positive
5154,_lettygarcia I love you too letty  Thank you haha,😘,4,positive
5168,RT gauravkapur Haha if you love something set it free If its meant to be yours  Itll cost you a hundred million httpstco6sf,😄,3,positive
5169,Bruh cuddling would be love,😋,4,positive
5172,i LOVE being left on open,😊,3,positive
5183,RT wabdlew5 Man I love this girl,️ 😩,-2,positive
5186,Katelynskupnyy i love you so much,😭,-4,positive
5198,RT girlposts IM ALREADY IN LOVE WITH MOANA  httpstco9MaqgWeeuS,😍  😭,0,positive
5204,RT rebelliousrocky Love love love yall  httpstcoN11X6Uhg5e,😍,4,positive
5208,Whos beautiful  Thank you baby  Love you too  httpstcoyU2TjYFiDK,😘 😂,8,positive
5212,NewMusicFriday  httpstcoq2SXWsaKwJ,️,0,positive
5249,RT brittfrank80 I am in love with Sam Hunt,️,0,positive
5253,Happy birthday my love madisonpettis,️,0,positive
5293,I just love waking up in the middle of the night in the worse pain yet,😭,-4,positive
5294,6YearsOfOneDirection im so thankful for the boys for existing for my friends whom i met because of them for all the memories and love,️,0,positive
5297,RT Lynn_Todd27 I feel so proudyou deserve all the bestLove you guys 6YearsOfOneDirection httpstcocBVybf5q9p,️,0,neutral
5324,361,️,0,positive
5329, httpstcoVlgTzzPVol  httpstcoTaeg9Ui5oH,️,0,positive
5336,Eunhae httpstco15oONiH,😍,4,positive
5348,impolenngg stay strong baby love you,😘,4,positive
5349,RT gouravgarg77 300DaysOfMSG2  and its beautiful messages in Cinema halls Your love for MSG2 is totally unbeatable httpstcoCnsSo,😍,4,positive
5354,RT MarkFerris2O16 I love amp miss this day so much already httpstcoJUVm4PjFVY,😂,4,positive
5357,RT goldennn_xo  thank you  httpstcoQdGDwvCE6b,️,0,positive
5367,LC_is_a_lover I know When I went on Thursday I didnt wanna come home  amp I know I just love the feeling and the vibe I get there,😂,4,positive
5376,love seeing my big cousin happy,️ ☺,0,positive
5379,RT alllilovee myriahmartinez1 I love you so much thanks for coming,😻,4,positive
5385,6YearsOfOneDirection httpstco1ENz3qUf,️ 😱,-4,positive
5388,Your hot i love you,️,0,positive
5389,Cheyenne_Autum i love you so much  and maybe,️,0,positive
5391,eb0nyy in love w u,️,0,positive
5392,Its impossible to look this much like my httpstconJ8ixottq8 you mom httpstcoruX5asepm4,😍  😝,4,neutral
5399,RT GWagonPorn Im in love httpstcotpio8klFNQ,😍,4,positive
5400,katyperry online I wasnt noticed keep normal  still love you bird,️ 😑  😂,4,positive
5401,When youre engagement gets so much love   I love you kmichelle so much and youre team for making it happen  httpstcoMurS0LeoGR,😍,4,positive
5408,Home sweet home I love my bed Especially wine Im drunk,😘,4,positive
5420,alrighty well Ik a lot about her and I still love her  httpstcotoGzjb07hx,😂,4,positive
5423,garciagbianca I love Liam,😭,-4,positive
5434,RT FhaPUNARAI I love it thank you JUST_HANBIN 19951221_com httpstcoC4beiWPS0y,😆,1,positive
5435,nhashx6 I love you so much I cant breathe,️ 😭,-4,positive
5461,RT Geministar06 Aigooooo Perfect 6002 sooooo LOVE 박유천 StandbyParkYuchun httpstcoChYPlMp7pw,😘,4,positive
5517,Jessy7Ochoa _yulissamendez  love you too papas,😘 😭,0,positive
5530,AriannaDantone hi u beautiful human love you thank you,️,0,positive
5545,Lesdoggg I love you Your awesome,😻,4,positive
5558,Americans love wars then bitch about Islam all day like pussies  httpstcooGNmG2rn3r,😛,1,positive
5585,RT omgAdamSaleh ADOOMYGANG Ill see you all tomorrow I have so much to do and my aunt is making it crazy  I love you  see you tmrw,😘 😂,8,positive
5592,Eee I love my tattoo,😊,3,positive
5598,RT Kvngxxx_ Talk is cheap If you like me  tell me If you miss me  show me If you love me  prove it,️,0,positive
5603,RT lillyreyes99 salice_roseee momma biscuit I love you so so so much it was worth the wait to have a hug from you httpstcoxKW,😍 😭,0,positive
5618,RT thyWNTneemoney I love cuddling really the best feeling,😍,4,positive
5644,RT immharvic I love the card  KBHuaweiRoadshow  httpstcoIHjEi50Kmt,😍,4,positive
5651,Same here boo httpstcoRItKhDc2Lu,️,0,positive
5671,_monster63 I love you,️,0,positive
5674,pluralistics thk love this guys amp this monent,😍,4,positive
5685,LeafyIsHere I love yooou  httpstco6njlbXjLmV,️,0,positive
5688,imaginingdolans done lovesorry butplss  can you give the free follows to TaySchmidtSel1D plss baby  Thank You,☺,0,positive
5731,pvnkpvssy i love you  httpstcopMR6UA856l,😁,-1,positive
5743,I love you and I will never stop doing httpstcoPzIYMfnXQN,😍,4,positive
5745,HBD to my BffGf for life I love you so much miss you so much and I better see you tomorrow  httpstcoDz2TPmhn5I,️ 😚,3,positive
5747,RT evelynr_99 I love how Gen doesnt give a fuck,😂  ️,4,positive
5753,These came out beautiful Roach I love it  httpstcojCujHhxXPO,😍,4,positive
5763,RT olivia_malek Katelynskupnyy i love you so much,😭,-4,positive
5764,RT frankmachinski Happy birthday buddy love ya  sarspitzer httpstcolxANeqmT7N,️,0,positive
5765,RT Kvngxxx_ That  Call me in the middle of the night amp tell me you cant sleep without me  type of love,️ 😩,-2,positive
5768,6YearsOfOneDirection I love my boys  httpstcoRUNB8Q3ws0,😘,4,positive
5788,Dang Man Just Got Frustrated Love My Big Brother Man,😔,-1,positive
5790,I love the random 3am calls just to know hes thinking of me,😌,3,positive
5811,I love how she gets all embarrassed  httpstcomIoWlaZ7EI,️,0,positive
5815,Thanks love  You toooo httpstcomqq74rnI4u,😽,3,positive
5836,RT rosaaloveeee daisyywaisy like her Tia  yes let me know when youre free I love you,️ 😭,-4,positive
5866,RT Gleek_1897 I LOVE THIS FAMILY SO MUCH  mishacollins httpstcoOe0cDgnpP7,😍,4,positive
5870,RT annakate_evans rylee_branham  you love me and thats all that matters,😂,4,positive
5879,Afraid is also one of my favs from the I Love You album I miss the 2012 The Neighbourhood so much,😩,-2,positive
5882,Happy birthday to my home girl ktclarkkkk  miss you and love you to the moon amp back  httpstcodLC1gnuPnU,😍 ️,4,positive
5883,paulwesley happy birthday to my favorite vampire and actor  I love you so muchhh,️,0,positive
5891,RT 5SOSPHOfficial And we thankyou for helping  TheColorCloud2016 httpstco7HeZHJlS3R,️,0,neutral
5893,RT kearafarley Happy 17th sis hope Italy is treatin ya well miss you amp our fights love you  sarspitzer httpstcot6Kin05txW,️ 🤗,4,positive
5897,6YearsOfOneDirection Love these boys forevs  httpstco1ZFbOjusI4,️,0,positive
5912,soohyun having a crisis washing her face and chanhyuk trying to expose her has me deceased I love them,😂,4,positive
5917,RT krys_pics RT if you love fx   httpstcoSKa7N6P3y8,️,0,positive
5931,RT allure_essence I love my relationship  even on the worst days  wouldnt trade it for the world,😌 😭,-1,positive
5935,Have a lovely weekend best person  even we cant wait for our time together 2morrowAskVikram24thJuly9pm LOVE U httpstcoejD3WToyRy,😍 ☺ 😑,4,positive
5938,RT damnitstrue I LOVE THIS   httpstcoYtbs2G9iUP,😂 😭,0,positive
5967,Irina_Vukolova  And we go to live in France 12 km from Paris It is NOT a joke My love Im NOT kidding,😑  😘 😃,7,positive
5970,Bes i love you ah Ricci09rivero,😂 ️ ☺,4,positive
5974,Love the fact that shes always in a happy mood httpstcojSFfF2U8dq,😋 😂,8,positive
5990,Lolsomizi just love humiliating these poor souls yazi MaraNjabulo sees himself in the Top10 IdolsSA,😂 😲 😱,3,positive
6018,niquueeeey lol Im sorry doll It wasnt on purpose I hope you still love me See you tomorrow,️ ☺ 😑  😘,4,positive
6020,RT harryaIright zayndruugs love you moreeee httpstcoZsc3y5xryy,😍,4,positive
6021,RT valerierosec13 6YearsOfOneDirection i have so much love for these amazing boys,️,0,positive
6030,RT MissCGiggles Dorks The biggest Dorks but I love it  httpstcoIvX1SStPQ6,😊,3,positive
6053,Mayaveli I love fluffy ass lashes so if anybody has some recommendations lmk,😁,-1,positive
